	EntryID	Headword	pronunciation
509	d2e161014Meyers-1905	Aranyosgebirge	āranjosch-
510	d2e161630Meyers-1905	Araujo	aráuschu
511	d2e161656Meyers-1905	Araujo e Azevédo	aráuschu
512	d2e161674Meyers-1905	Araujo Porto Alēgre	aráuschu
513	d2e164471Meyers-1905	Arbitrage	-āsch',
514	d2e164702Meyers-1905	Arbois	arbŭa
515	d2e164716Meyers-1905	Arbois de Jubainville	arbŭá
516	d2e164801Meyers-1905	Arbor-day	ārber-dē,
517	d2e164846Meyers-1905	Arbresle, L'	larbrǟl'
518	d2e164860Meyers-1905	Arbroath	ārbrōth,
519	d2e164922Meyers-1905	Arbuthnot	árböthnott
520	d2e165026Meyers-1905	Arc [1]	ark
521	d2e165102Meyers-1905	Arcachon	-schóng
522	d2e165228Meyers-1905	Arch	artsch
523	d2e165873Meyers-1905	Archena	artschéna
524	d2e165924Meyers-1905	Archer [1]	ártscher
525	d2e165938Meyers-1905	Archer [2]	ártscher
526	d2e165980Meyers-1905	Archers	-schē:
527	d2e166102Meyers-1905	Archiac	arschīack
528	d2e166247Meyers-1905	Archicembalo	arkitschém-
529	d2e166358Meyers-1905	Archidōna	artschi-
530	d2e166470Meyers-1905	Archiliūto	arki-
531	d2e169194Meyers-1905	Arciere	artschēre
532	d2e169214Meyers-1905	Arcis-sur-Aube	arßī-ßür-ōb'
533	d2e169354Meyers-1905	Arçon	-ßōng
534	d2e169409Meyers-1905	Arcot	-kō
535	d2e169718Meyers-1905	Arcueil	arköj,
536	d2e169788Meyers-1905	Arcy-sur-Cure	arßi-ßür-kǖr'
537	d2e170009Meyers-1905	Ardèche [1]	-däsch'
538	d2e170316Meyers-1905	Ardois	ardŭá
539	d2e170330Meyers-1905	Ardoye	ardŭá,
540	d2e170347Meyers-1905	Ardres	ardr'
541	d2e170418Meyers-1905	Ardsley	ārdslĭ
542	d2e171104Meyers-1905	Arène	arǟn'
543	d2e171392Meyers-1905	Arequipa	-kīpa
544	d2e171509Meyers-1905	Åreskutan	ō-
545	d2e171773Meyers-1905	Areuse	arös'
546	d2e171949Meyers-1905	Argand	-gāng
547	d2e172159Meyers-1905	Argelès	arschlǟ
548	d2e172353Meyers-1905	Argenson	-schangßóng
549	d2e172353Meyers-1905	Argenson	pōmi
550	d2e172480Meyers-1905	Argentan	-schāngtāng
551	d2e172517Meyers-1905	Argentāro, Monte	ardsch-
552	d2e172537Meyers-1905	Argentat	-schangtá
553	d2e172551Meyers-1905	Argentēra, Rocca d'	ardsch-
554	d2e172565Meyers-1905	Argenteuil	-schangtöj
555	d2e172580Meyers-1905	Argent haché	arschāng
556	d2e172615Meyers-1905	Argentière	-schangtjǟr'
557	d2e172638Meyers-1905	Argentieren	-schangt-
558	d2e172684Meyers-1905	Argentine	ārdschentain
559	d2e173365Meyers-1905	Argenton	-schanntóng
560	d2e173903Meyers-1905	Argot	argo
561	d2e174068Meyers-1905	Argoulets	-gulä
562	d2e174088Meyers-1905	Arguelles	-gélljes
563	d2e174310Meyers-1905	Argyll	argail
564	d2e174433Meyers-1905	Argyllshire	argailschir,
565	d2e174814Meyers-1905	Ariāno di Puglia	pūlja
566	d2e174946Meyers-1905	Ariccia	arittscha
567	d2e174976Meyers-1905	Arici	-ītschi
568	d2e175116Meyers-1905	Ariège [1]	-ǟsch'
569	d2e175130Meyers-1905	Ariège [2]	-ǟsch'
570	d2e177575Meyers-1905	Arkebuse	ark'bǖs'
571	d2e177684Meyers-1905	Arklow	ārklo
572	d2e177988Meyers-1905	Arkwright	árk-rait
573	d2e178014Meyers-1905	Arlane	-lang
574	d2e178054Meyers-1905	Arlecchino	-lekkīno
575	d2e178071Meyers-1905	Arles	arl'
576	d2e178153Meyers-1905	Arlesey	árlßi
577	d2e178207Meyers-1905	Arloing	-lŭäng
578	d2e178236Meyers-1905	Arlon	-long,
579	d2e178431Meyers-1905	Armadilla	-illja
580	d2e178483Meyers-1905	Armagh [1]	armā
581	d2e178500Meyers-1905	Armagh [2]	armā
582	d2e178514Meyers-1905	Armagnac [1]	-manjack,
583	d2e178533Meyers-1905	Armagnac [2]	-manjáck
584	d2e178584Meyers-1905	Armagnaken	-manjá-;
585	d2e178660Meyers-1905	Armançon	-mangßóng
586	d2e178730Meyers-1905	Armarĭum	-mŭār
587	d2e178765Meyers-1905	Armateur	-tör
588	d2e180025Meyers-1905	Armentières	-mangtjǟr'
589	d2e180857Meyers-1905	Armidale	ārmidēl
590	d2e181202Meyers-1905	Armitage	ārmītēdsch
591	d2e181640Meyers-1905	Arnaud	-nō
592	d2e181663Meyers-1905	Arnaudons Grün	arnodóng
593	d2e181677Meyers-1905	Arnauld	-nō
594	d2e181721Meyers-1905	Arnault	-nō
595	d2e181789Meyers-1905	Arnaut Daniel	arnaut
596	d2e181806Meyers-1905	Arnaut von Mareuil	arnaut,
597	d2e181824Meyers-1905	Arnay-le-Duc	arnä-lö-dück
598	d2e181980Meyers-1905	Arne	arn
599	d2e182944Meyers-1905	Arnould	arnū
600	d2e183006Meyers-1905	Arnprior	árnpraier
601	d2e183382Meyers-1905	Árokszállás	ārokßālāsch
602	d2e183426Meyers-1905	Arole	aroll'
603	d2e183948Meyers-1905	Arpeggione	arpeddschōne,
604	d2e183968Meyers-1905	Arpent	-pāng
605	d2e184126Meyers-1905	Arques-la-Bataille	ark'-la-batāj'
606	d2e184301Meyers-1905	Arran [1]	ärren
607	d2e184344Meyers-1905	Arrangement	-angsch'māng
608	d2e184411Meyers-1905	Arras	arrā
609	d2e184761Meyers-1905	Arrest [2]	arrä
610	d2e184879Meyers-1905	Arrest of judgment	arrést
611	d2e184932Meyers-1905	Arrêt	-rä
612	d2e184961Meyers-1905	Arrêt de prince	arrä
613	d2e185499Meyers-1905	Arroche	-rósch'
614	d2e185627Meyers-1905	Arrondissement	arrongdißmāng
615	d2e185658Meyers-1905	Arrosement	arros'māng,
616	d2e185678Meyers-1905	Arroux	arrū
617	d2e185692Meyers-1905	Arrowroot	arro-rūt,
618	d2e185783Meyers-1905	Arrowsmith	árro-ßmith
619	d2e185852Meyers-1905	Ars [2]	ar-ßür-mosäll'
620	d2e188499Meyers-1905	Artenay	art'nä
621	d2e188868Meyers-1905	Arthois	artūa
622	d2e190317Meyers-1905	Artois	artŭa,
623	d2e190437Meyers-1905	Artôt	artō
624	d2e190483Meyers-1905	Art poétique	ār
625	d2e190954Meyers-1905	Arundel [1]	árröndĕl
626	d2e190971Meyers-1905	Arundel [2]	arröndĕl
627	d2e191253Meyers-1905	Arveyron	-wäróng
628	d2e191356Meyers-1905	Arzignano	-zinjāno
629	d2e192458Meyers-1905	Åsar	ōsar,
630	d2e192995Meyers-1905	Ascension	ässénnsch'n,
631	d2e193204Meyers-1905	Ascham	äßkäm
632	d2e194332Meyers-1905	Asciano	aschāno
633	d2e194556Meyers-1905	Ascŏli Piceno [1]	-tschēno
634	d2e194651Meyers-1905	Ascot Heath	äskott
635	d2e195299Meyers-1905	Ashbourne	äschbörn
636	d2e195316Meyers-1905	Ashburton	äschbört'n
637	d2e195347Meyers-1905	Ashby de la Zouch	äschbī
638	d2e195397Meyers-1905	Asheville	äschwill
639	d2e195411Meyers-1905	Ashford [1]	äschförd
640	d2e195442Meyers-1905	Ashingdon	äschingd'n,
641	d2e195459Meyers-1905	Ashington	äschingt'n
642	d2e195473Meyers-1905	Ashland	äsch-
643	d2e195493Meyers-1905	Ashley	äschlī
644	d2e195522Meyers-1905	Ashmole	äschmōl
645	d2e195545Meyers-1905	Ashridge Park	äschridsch
646	d2e195576Meyers-1905	Ashton in Makerfield	äscht'n
647	d2e195590Meyers-1905	Ashton under Lyne	äscht'n
648	d2e195675Meyers-1905	Asiatic Researches	rißörtschis
649	d2e198937Meyers-1905	Asnières	anĭǟr',
650	d2e199006Meyers-1905	Asolo	áßolo
651	d2e199057Meyers-1905	a son aise	a
652	d2e199074Meyers-1905	à son goût	a
653	d2e200386Meyers-1905	Aspinwall	äspĭn-ūaol
654	d2e201248Meyers-1905	Assanieren	assän-
655	d2e201279Meyers-1905	Assassin	-ssäng
656	d2e201617Meyers-1905	Asselyn	-lain
657	d2e201669Meyers-1905	Assemblee	assangblē
658	d2e201832Meyers-1905	Assermentieren	-mangt-
659	d2e202342Meyers-1905	Assiniboine	-beun
660	d2e202532Meyers-1905	Associated Press	ässōschjētĕd
661	d2e202566Meyers-1905	Associé	-ßjé,
662	d2e202589Meyers-1905	Assolement	assol'māng
663	d2e202606Meyers-1905	Assollant	-láng
664	d2e203013Meyers-1905	Assurance	assürāngß'
665	d2e204736Meyers-1905	Astley Bridge	ästlĭ
666	d2e204768Meyers-1905	Aston Manor	äst'n
667	d2e207007Meyers-1905	Astruc	-trūk
668	d2e208456Meyers-1905	Atchison	ättschiß'n
669	d2e208542Meyers-1905	Atelier	atĕljē
670	d2e208873Meyers-1905	Atermoiement	-mŭamāng
671	d2e208989Meyers-1905	Ath [2]	at
672	d2e210527Meyers-1905	Athens	äthins
673	d2e210917Meyers-1905	Atherton	äthert'n
674	d2e211425Meyers-1905	Athlone	áthlōn
675	d2e211440Meyers-1905	Atholl [1]	áthöl
676	d2e211454Meyers-1905	Atholl [2]	áthöl
677	d2e211486Meyers-1905	At home	ätt
678	d2e211715Meyers-1905	Athy	ĕthai
679	d2e212862Meyers-1905	Atkinson	ättkins'n
680	d2e212886Meyers-1905	Atkyns	ättkins
681	d2e212969Meyers-1905	Atlantic City	ßitti
682	d2e213741Meyers-1905	Atlas powder	pauder,
683	d2e214889Meyers-1905	Atocha	atōtscha
684	d2e215235Meyers-1905	Atomo	át-
685	d2e215423Meyers-1905	Atout	atū
686	d2e215437Meyers-1905	à tout prix	a
687	d2e216313Meyers-1905	Attaché	-sché
688	d2e216338Meyers-1905	Attachement	-asch'máng
689	d2e216352Meyers-1905	Attachieren	-tasch-
690	d2e216623Meyers-1905	Attelage	att'lāsch',
691	d2e216834Meyers-1905	Attention	attangßīóng
692	d2e216938Meyers-1905	Atterbury	ätterböri
693	d2e216962Meyers-1905	Atterration	-rißmāng
694	d2e217101Meyers-1905	Attigny	-tinji
695	d2e217529Meyers-1905	Attleborough	ättlbörrō
696	d2e217578Meyers-1905	Attorney	ättörni
697	d2e217816Meyers-1905	Atwood	ättwudd
698	d2e218502Meyers-1905	Aubade	ōbād',
699	d2e218523Meyers-1905	Aubagne	ōbánnj'
700	d2e218537Meyers-1905	Aubaine, Droit d'	drūá
701	d2e218554Meyers-1905	Aubanel	ōbănéll
702	d2e218615Meyers-1905	Aube [1]	ōb'
703	d2e218629Meyers-1905	Aube [2]	ōb'
704	d2e218665Meyers-1905	Aube [3]	ōb'
705	d2e218711Meyers-1905	Aubenas	ōb'nās
706	d2e218725Meyers-1905	Auber	ōbǟr
707	d2e218787Meyers-1905	Aubergine	ōbärschīn'
708	d2e218875Meyers-1905	Aubervilliers	ōbärwiljē,
709	d2e218895Meyers-1905	Au besoin	o
710	d2e218909Meyers-1905	Aubignac	ōpinjáck
711	d2e218929Meyers-1905	Aubigné	ōbinjé
712	d2e218980Meyers-1905	Aubin	ōbäng
713	d2e219018Meyers-1905	Aublet	ōblä
714	d2e219061Meyers-1905	Aubonne	ōbónn
715	d2e219075Meyers-1905	Aubrac, Monts d'	mong
716	d2e219116Meyers-1905	Aubry de Moutdidier	ōbri
717	d2e219136Meyers-1905	Auburn	aobörn
718	d2e219175Meyers-1905	Aubusson [1]	ōbüssóng
719	d2e219189Meyers-1905	Aubusson [2]	ōbüssong
720	d2e219251Meyers-1905	Aucassin und Nicolete	ōkassäng
721	d2e219268Meyers-1905	Auch	ōsch
722	d2e219311Meyers-1905	Auckland [1]	aokländ
723	d2e219328Meyers-1905	Auckland [2]	aokländ
724	d2e219373Meyers-1905	Aucklandsinseln	aokländs-
725	d2e219387Meyers-1905	Au contraire	o
726	d2e219401Meyers-1905	Au courant	o
727	d2e219652Meyers-1905	Aude [1]	ōd'
728	d2e219698Meyers-1905	Audebert	ōd'bǟr
729	d2e219760Meyers-1905	Audenshaw	aodenschao
730	d2e219774Meyers-1905	Audh	aud
731	d2e219900Meyers-1905	Audierne	ōdjärn'
732	d2e219917Meyers-1905	Audiffret-Pasquier	odifrä-paskjē
733	d2e219934Meyers-1905	Audincourt	ōdängkūr
734	d2e219983Meyers-1905	Auditeur	ōditör
735	d2e220092Meyers-1905	Audley	aodli
736	d2e220107Meyers-1905	Audouin	ōduäng
737	d2e220133Meyers-1905	Audran	ōdrāng
738	d2e220236Meyers-1905	Audubon	ōdübóng
739	d2e220983Meyers-1905	Au fait	o
740	d2e225581Meyers-1905	Auge [3]	ōsch'
741	d2e227023Meyers-1905	Auger	ōschē
742	d2e227078Meyers-1905	Augereau	ōsch'rō
743	d2e227113Meyers-1905	Aughrim	aogrĭm
744	d2e227163Meyers-1905	Augier	ōschiē
745	d2e228553Meyers-1905	Augusta [2]	aogößta
746	d2e229576Meyers-1905	Aulard	olár
747	d2e229814Meyers-1905	Aulne	ōn'
748	d2e229831Meyers-1905	Aulnoy	onŭá
749	d2e229928Meyers-1905	Aulus	olǖ
750	d2e229948Meyers-1905	Aum	aom,
751	d2e229985Meyers-1905	Aumale [1]	omál',
752	d2e230009Meyers-1905	Aumale [2]	omál'
753	d2e230105Meyers-1905	Aumonier	omonjē
754	d2e230122Meyers-1905	Aumonière	omonjǟr',
755	d2e230182Meyers-1905	Aune [1]	ōn'
756	d2e230211Meyers-1905	Aune [2]	ōn'
757	d2e230228Meyers-1905	Aunis	onīs
758	d2e230274Meyers-1905	Au pair	o-pǟr,
759	d2e230291Meyers-1905	Au porteur	o
760	d2e230559Meyers-1905	Auray	orä
761	d2e230696Meyers-1905	Aurelle de Paladines	oräl'
762	d2e231053Meyers-1905	Aurignac	orinjáck
763	d2e231068Meyers-1905	Aurigny	orinji
764	d2e231120Meyers-1905	Aurillac	orijáck
765	d2e231195Meyers-1905	Auriol	orĭoll
766	d2e238172Meyers-1905	Austen	aost'n
767	d2e238770Meyers-1905	Austin [1]	aostĭn
768	d2e238784Meyers-1905	Austin [2]	aostĭn
769	d2e241384Meyers-1905	Auteuil	otöj
770	d2e241398Meyers-1905	Auteur	otör
771	d2e241694Meyers-1905	Autichamp	otischāng
772	d2e243197Meyers-1905	Autran	otráng
773	d2e243248Meyers-1905	Autun	otöng
774	d2e243305Meyers-1905	Auvergne	owérnj'
775	d2e243356Meyers-1905	Auvernier	owernjē
776	d2e243391Meyers-1905	Aux Cayes	o
777	d2e243408Meyers-1905	Auxerre	ōßǟr'
778	d2e243583Meyers-1905	Auxois	ōßūá
779	d2e243620Meyers-1905	Auxonne	ōßónn'
780	d2e243715Meyers-1905	Avakumović	-mówitch
781	d2e243732Meyers-1905	Aval	ăwáll,
782	d2e243795Meyers-1905	Avallon	-lóng
783	d2e243833Meyers-1905	Avalon [2]	äwwälön
784	d2e243868Meyers-1905	Avance	awāngß',
785	d2e243904Meyers-1905	Avancement	awangß'māng
786	d2e243904Meyers-1905	Avancement	awangß-
787	d2e243944Meyers-1905	Avantage	awangtāsch'
788	d2e243959Meyers-1905	Avantageur	awangtaschör
789	d2e243976Meyers-1905	Avantgarde	awāng-,
790	d2e244012Meyers-1905	Avant la lettre	awāng
791	d2e244029Meyers-1905	Avantpropos	awāngpropō
792	d2e244043Meyers-1905	Avants, Les	lä-s-awāng
793	d2e244243Meyers-1905	Avebury [1]	ēw'börĭ
794	d2e244318Meyers-1905	Aveiro [1]	awēru
795	d2e244333Meyers-1905	Aveiro [2]	awēru
796	d2e244350Meyers-1905	Avé-Lallemant	awé-lallmāng
797	d2e244685Meyers-1905	Avenches	awāngsch':
798	d2e244741Meyers-1905	Avenel	aw'nell
799	d2e244914Meyers-1905	Aventure	awangtür'
800	d2e244946Meyers-1905	Aventurier	awangtūrjē
801	d2e244981Meyers-1905	Avenue	aw'nü
802	d2e245308Meyers-1905	Avertieren	awert-
803	d2e245322Meyers-1905	Avertissement	awertiß'māng
804	d2e245363Meyers-1905	Avesnes	awǟn'
805	d2e245434Meyers-1905	Aveyron [1]	awäróng
806	d2e245463Meyers-1905	Avezac	aw'sack
807	d2e245818Meyers-1905	Avigliano	awiljāno
808	d2e245846Meyers-1905	Avignon [2]	awinjóng
809	d2e245921Meyers-1905	Avignonet	awinjonä
810	d2e246033Meyers-1905	Ávila y Zuñiga	dsunjīga
811	d2e246118Meyers-1905	Avis au lecteur	awisolektör
812	d2e246292Meyers-1905	Avize	awīs'
813	d2e246451Meyers-1905	Avoir	awŭār
814	d2e246465Meyers-1905	Avoirdupois	awūardüpūa
815	d2e246593Meyers-1905	Avon	ĕw'n
816	d2e246625Meyers-1905	Avonmouth	ēw'nmauth
817	d2e246656Meyers-1905	Avouć	awué
818	d2e246671Meyers-1905	Avouieren	awu-
819	d2e246688Meyers-1905	à vous!	a
820	d2e246702Meyers-1905	Avoyer	awūajē
821	d2e246716Meyers-1905	Avranches	awrāngsch'
822	d2e246742Meyers-1905	Avricourt	awrikūr
823	d2e246762Meyers-1905	Avron, Mont	mong-t-awróng
824	d2e246777Meyers-1905	à vue	a
825	d2e246984Meyers-1905	Awe	loch
826	d2e247143Meyers-1905	Ax	acks,
827	d2e247514Meyers-1905	Axmouth	äcksmöth
828	d2e247699Meyers-1905	Ay	a-i,
829	d2e247716Meyers-1905	Aya	aja
830	d2e247733Meyers-1905	Ayacucho [1]	ajakūtscho
831	d2e247776Meyers-1905	Ayacuchos	ajakūtschos
832	d2e247874Meyers-1905	Aydie	ädī
833	d2e247911Meyers-1905	Aylesbury	ēlsbörì
834	d2e247997Meyers-1905	Ayr	ǟr
835	d2e248079Meyers-1905	Ayrshire	ǟrschīr
836	d2e248106Meyers-1905	Ayrton	ǟrt'n
837	d2e248131Meyers-1905	Aytoun	ētun
838	d2e248504Meyers-1905	Azay-le-Rideau	asǟ
839	d2e248518Meyers-1905	Azbuka	ásbuka
840	d2e248538Meyers-1905	Azeglio	adsélljo
841	d2e248798Meyers-1905	Azincourt	asängkūr,
842	d2e249095Meyers-1905	Azogues o Cañar	adsōges
843	d2e249666Meyers-1905	Azteken	aßtēka,
844	d2e249666Meyers-1905	Azteken	méschika
845	d2e249666Meyers-1905	Azteken	tenotschtitlan
846	d2e249666Meyers-1905	Azteken	uitsilopōtschtli
847	d2e249666Meyers-1905	Azteken	ischkoßáuki
848	d2e249666Meyers-1905	Azteken	tōßi
849	d2e250928Meyers-1905	Babbage	bäbbidsch
850	d2e251069Meyers-1905	Babelon	bab'lóng
851	d2e251311Meyers-1905	Babeuf	-böff
852	d2e251390Meyers-1905	Babinet	-nä
853	d2e251413Meyers-1905	Babington	bäbbingt'n
854	d2e251964Meyers-1905	Baby	bēbi
855	d2e252373Meyers-1905	Baccarata	-rá
856	d2e252406Meyers-1905	Baccelli	batschélli
857	d2e252465Meyers-1905	Bacchiglione	backiljōne
858	d2e252517Meyers-1905	Bacciocchi	battschókki
859	d2e252537Meyers-1905	Baccio della Porta	battscho
860	d2e252874Meyers-1905	Bachaumont	baschomóng
861	d2e252927Meyers-1905	Bache [2]	bētsch
862	d2e252954Meyers-1905	Bachelet	baschlä
863	d2e252977Meyers-1905	Bachelier	baschljē
864	d2e252995Meyers-1905	Bachelor	bättscheler
865	d2e253792Meyers-1905	Back [3]	bäck
866	d2e254072Meyers-1905	Backer [1]	bäcker
867	d2e254285Meyers-1905	Backhuyzen	báckheusen
868	d2e254302Meyers-1905	Backing	bäck-
869	d2e254634Meyers-1905	Backstairspassage	bäckstērs-
870	d2e254761Meyers-1905	Backwardation	bäck-ŭardēsch'n
871	d2e254783Meyers-1905	Backwoods	bäckwudds,
872	d2e254807Meyers-1905	Bacler d'Albe	baklē
873	d2e254861Meyers-1905	Bacon	bēkn,
874	d2e255096Meyers-1905	Bacquehem	bāckǟm
875	d2e255114Meyers-1905	Bács-Almás	bātsch-állmāsch
876	d2e255131Meyers-1905	Bács-Bodrog	bātsch-
877	d2e255154Meyers-1905	Bácser Kanal	bātscher
878	d2e255171Meyers-1905	Bácska	bātschka
879	d2e255308Meyers-1905	Bacup	bäcköp
880	d2e255800Meyers-1905	Badacsony	bádatschonj
881	d2e255845Meyers-1905	Badajoz [1]	wadachóds
882	d2e255880Meyers-1905	Badalōna	wa-,
883	d2e256987Meyers-1905	Badenoch	bäddenock
884	d2e257004Meyers-1905	Baden-Powell	-pau'l
885	d2e257338Meyers-1905	Badge	bädsch;
886	d2e257338Meyers-1905	Badge	kónnĭsĕns,
887	d2e257419Meyers-1905	Badīa y Lablich	-lītsch
888	d2e257448Meyers-1905	Badigeon	-schóng
889	d2e257468Meyers-1905	Badin	—
890	d2e257468Meyers-1905	Badin	-āsch'
891	d2e257488Meyers-1905	Badinguet	-dänggä
892	d2e257588Meyers-1905	Badlands	bädd-länds,
893	d2e257716Meyers-1905	Baerl	bārl
894	d2e257730Meyers-1905	Baerle	bārle
895	d2e257754Meyers-1905	Baert	bārt
896	d2e258023Meyers-1905	Bag [1]	bägg
897	d2e258055Meyers-1905	Bagage	bagāsch'
898	d2e258340Meyers-1905	Bagehot	bēschŏt
899	d2e258974Meyers-1905	Baglione	baljōne
900	d2e259000Meyers-1905	Bagnacavallo [1]	banja-
901	d2e259017Meyers-1905	Bagnacavallo [2]	banja-
902	d2e259034Meyers-1905	Bagnaja	baujája
903	d2e259051Meyers-1905	Bagnara Calābra	banjāra
904	d2e259065Meyers-1905	Bagnères de Bigorre	banjǟr'
905	d2e259097Meyers-1905	Bagnères de Luchon	bansǟr'
906	d2e259120Meyers-1905	Bagnes	bannj'
907	d2e259137Meyers-1905	Bagni	banji,
908	d2e259163Meyers-1905	Bagno [1]	banjo,
909	d2e259189Meyers-1905	Bagno [2]	banjo
910	d2e259216Meyers-1905	Bagnoles	banjoll'
911	d2e259231Meyers-1905	Bagnolet	banjŏlä
912	d2e259245Meyers-1905	Bagnoli	banjōli
913	d2e259262Meyers-1905	Bagnols	banjoll
914	d2e259282Meyers-1905	Bagnorea	banjorēa
915	d2e259299Meyers-1905	Bag-pipe	bägg-paip
916	d2e259351Meyers-1905	Bagration	-tjōn
917	d2e259396Meyers-1905	Baguette	bagett'
918	d2e259634Meyers-1905	Bahia [1]	baīa
919	d2e259648Meyers-1905	Bahia [2]	baīa
920	d2e259755Meyers-1905	Bahīa del Chocó	tschokó,
921	d2e260728Meyers-1905	Bahreininseln	barēn-
922	d2e261088Meyers-1905	Baigneur	bänjör
923	d2e261088Meyers-1905	Baigneur	bānjös'
924	d2e261105Meyers-1905	Baignoir	bänjŭār
925	d2e261120Meyers-1905	Baïhaut	baī-ō
926	d2e261245Meyers-1905	Baikic	bēkĭ
927	d2e261266Meyers-1905	Baildon	bēld'n
928	d2e261320Meyers-1905	Bailey	bēlī
929	d2e261379Meyers-1905	Bailiff	bēlif
930	d2e261416Meyers-1905	Baillage	bajāsch'
931	d2e261430Meyers-1905	Bailleu	bajö
932	d2e261447Meyers-1905	Bailleul	bajöll
933	d2e261461Meyers-1905	Bailli	bajĭ;
934	d2e261523Meyers-1905	Baillie	bēlĭ
935	d2e261590Meyers-1905	Baillière	bajǟr'
936	d2e261650Meyers-1905	Baillon	bajóng
937	d2e261695Meyers-1905	Baillot	bajō
938	d2e261715Meyers-1905	Bailly	bají
939	d2e261801Meyers-1905	Baily	bēlĭ
940	d2e261840Meyers-1905	Bain	bēn
941	d2e261891Meyers-1905	Baines	bēns
942	d2e261960Meyers-1905	Bain-marie	bäng-marī'
943	d2e261977Meyers-1905	Bains	bäng.
944	d2e262088Meyers-1905	Baird	bǟrd
945	d2e262165Meyers-1905	Baise	bǟs'
946	d2e262182Meyers-1905	Baiser	bäsē,
947	d2e262197Meyers-1905	Baisse	bäß'
948	d2e262197Meyers-1905	Baisse	bäßjē,
949	d2e262197Meyers-1905	Baisse	bǟr,
950	d2e262497Meyers-1905	Bajmócz	-mōz
951	d2e262572Meyers-1905	Bajocco	-jokki
952	d2e262595Meyers-1905	Bajoire	baschŭár
953	d2e262791Meyers-1905	Bajza	bajsa
954	d2e262848Meyers-1905	Bakabánya	-bānja
955	d2e263192Meyers-1905	Baker	bēker
956	d2e263313Meyers-1905	Baker, Mount	maunt
957	d2e263330Meyers-1905	Baker City	bēker
958	d2e263365Meyers-1905	Bakersfield	bēkërsfīld
959	d2e263379Meyers-1905	Bakewell [1]	bēk-ŭell
960	d2e263402Meyers-1905	Bakewell [2]	bēk-ūell
961	d2e263423Meyers-1905	Bakhuisen	-heusen
962	d2e263443Meyers-1905	Bakhuizen van den Brink	-heusen
963	d2e263472Meyers-1905	Bakhuyzen van de Sande	-heusen
964	d2e263588Meyers-1905	Bakonyer	báckonjer
965	d2e263605Meyers-1905	Bakonywald	báckonj-
966	d2e263643Meyers-1905	Baksay	báckschaj
967	d2e264314Meyers-1905	Balaguer [1]	-gēr
968	d2e264328Meyers-1905	Balaguer [2]	-gēr
969	d2e264418Meyers-1905	Balais	-lǟ
970	d2e264600Meyers-1905	Balance	-lāngß'
971	d2e264615Meyers-1905	Balancé	-langßé
972	d2e264643Meyers-1905	Balancement	-langß'máng,
973	d2e264678Meyers-1905	Balancier	-langßjē
974	d2e265018Meyers-1905	Balard	-lár
975	d2e265070Meyers-1905	Balaruc-les-Bains	-rük-lä-bäng
976	d2e265144Meyers-1905	Balassa-Gyarmath	bálascha-djár-
977	d2e265256Meyers-1905	Balázsfalva	bálāsch-
978	d2e265539Meyers-1905	Balby with Hexthorpe	hécksthorp
979	d2e265951Meyers-1905	Baldeschi	-déski
980	d2e266064Meyers-1905	Baldinucci	-nuttschi
981	d2e266115Meyers-1905	Baldócz	bálldōz
982	d2e266450Meyers-1905	Bâle	bāl'
983	d2e266464Meyers-1905	Bale	bēl
984	d2e266775Meyers-1905	Balfour	bällsör
985	d2e266847Meyers-1905	Balfour of Burleigh	bällför
986	d2e267127Meyers-1905	Balics	bálitsch
987	d2e267780Meyers-1905	Ball [3]	baol
988	d2e267952Meyers-1905	Ballanche	-lāngsch'
989	d2e268332Meyers-1905	Ballesteros	baljestēros
990	d2e268716Meyers-1905	Ballinasloe	-lō
991	d2e268897Meyers-1905	Ball nozzle	baol
992	d2e268914Meyers-1905	Ballon [1]	-lóng,
993	d2e268940Meyers-1905	Ballon [2]	-lóng,
994	d2e268994Meyers-1905	Ballon d'essai	ballong
995	d2e269219Meyers-1905	Ballot	-lō
996	d2e269299Meyers-1905	Ballotage	-tāsch',
997	d2e269417Meyers-1905	Ballston-Spa	baolsten-
998	d2e269462Meyers-1905	Ballymoney	bällĭmónnĭ
999	d2e269476Meyers-1905	Ballyshannon	bällĭschännen
1000	d2e269549Meyers-1905	Balmaz-Ujváros	bállmas-úswārosch
1001	d2e269586Meyers-1905	Balme [2]	balm'
1002	d2e269607Meyers-1905	Balme-les-Grottes, La	balm'-lä-grott'
1003	d2e269677Meyers-1905	Balmoral	bälmórrel,
1004	d2e269868Meyers-1905	Balsall Heath	hīth
1005	d2e270456Meyers-1905	Baltard	-tár
1006	d2e270548Meyers-1905	Baltimore [1]	baoltĭmōr
1007	d2e270619Meyers-1905	Baltimore [2]	baoltĭmōr
1008	d2e270843Meyers-1905	Balucki	-lúzki
1009	d2e270937Meyers-1905	Baluze	-lǖs';
